date;search_volume
01.07.13;4,318400982
02.07.13;7,459056242
03.07.13;5,496146705
04.07.13;4,318400982
05.07.13;4,318400982
06.07.13;3,925819075
07.07.13;3,925819075
08.07.13;3,925819075
09.07.13;3,533237167
10.07.13;3,925819075
11.07.13;3,925819075
12.07.13;3,533237167
13.07.13;3,925819075
14.07.13;3,14065526
15.07.13;3,533237167
16.07.13;3,14065526
17.07.13;3,14065526
18.07.13;3,14065526
19.07.13;3,14065526
20.07.13;3,14065526
21.07.13;3,14065526
22.07.13;3,14065526
23.07.13;3,664097804
24.07.13;3,664097804
25.07.13;3,14065526
26.07.13;3,14065526
27.07.13;3,14065526
28.07.13;3,14065526
29.07.13;3,14065526
30.07.13;3,664097804
31.07.13;4,187540347
01.08.13;3,664097804
02.08.13;3,14065526
03.08.13;3,14065526
04.08.13;3,664097804
05.08.13;3,664097804
06.08.13;3,14065526
07.08.13;3,14065526
08.08.13;3,664097804
09.08.13;3,664097804
10.08.13;3,14065526
11.08.13;3,14065526
12.08.13;4,187540347
13.08.13;4,187540347
14.08.13;5,234425434
15.08.13;4,187540347
16.08.13;3,664097804
17.08.13;3,664097804
18.08.13;4,187540347
19.08.13;4,71098289
20.08.13;4,71098289
21.08.13;4,71098289
22.08.13;4,187540347
23.08.13;3,664097804
24.08.13;3,664097804
25.08.13;3,664097804
26.08.13;3,664097804
27.08.13;4,187540347
28.08.13;4,187540347
29.08.13;3,664097804
30.08.13;3,664097804
31.08.13;3,664097804
01.09.13;3,14065526
02.09.13;3,14065526
03.09.13;3,14065526
04.09.13;3,14065526
05.09.13;3,664097804
06.09.13;3,14065526
07.09.13;3,14065526
08.09.13;3,14065526
09.09.13;3,664097804
10.09.13;3,14065526
11.09.13;3,14065526
12.09.13;3,14065526
13.09.13;2,617212717
14.09.13;2,617212717
15.09.13;3,14065526
16.09.13;3,14065526
17.09.13;3,14065526
18.09.13;3,14065526
19.09.13;3,14065526
20.09.13;3,664097804
21.09.13;3,14065526
22.09.13;3,14065526
23.09.13;3,14065526
24.09.13;3,14065526
25.09.13;3,14065526
26.09.13;3,14065526
27.09.13;3,14065526
28.09.13;2,617212717
29.09.13;3,14065526
30.09.13;3,14065526
01.10.13;3,14065526
02.10.13;7,328195607
03.10.13;11,51573595
04.10.13;6,804753064
05.10.13;5,234425434
06.10.13;4,187540347
07.10.13;4,71098289
08.10.13;4,71098289
09.10.13;4,187540347
